,x_old,x_new,y
30,"I came here around lunch time and this place was packed. It is kind of \""cafeteria style\"" where you place your order and then move down a line while you wait for them to cook up your burger. You move down a line and pick up your fries or other side items, then you get your burger and pay at the cashier. There is a condiments bar that features all the standard burger toppings. It can be a little chaotic trying to grab everything you want, and essentially make your burger. I felt really rushed since there was a ton of people there, and so it was kind of crazy getting everything. I would rather have the toppings already come on the burger instead of having to go through the hassle of doing it myself. The seating inside is somewhat limited, and very cramped. I liked this place overall though, and would definitely come back here. I thought that the burger was really excellent. The fries and fried zucchini were really good as well.","i came here around lunch time and this place was packed . it is kind of \"" cafeteria style \"" where you place your order and then move down a line while you wait for them to cook up your burger . you move down a line and pick up your fries or other side items , then you get your burger and pay at the cashier . there is a condiments bar that features all the standard burger toppings . it can be a little chaotic trying to grab everything you want , and essentially make your burger . i felt really rushed since there was a ton of people there , and so it was kind of sick getting everything . i would rather have the toppings already come on the burger instead of having to go through the hassle of doing it myself . the seating inside is somewhat limited , and very cramped . i liked this place overall though , and would definitely come back here . i thought that the burger was really fantabulous . the fries and fried zucchini were really good as well .",1
31,We have enjoyed everything we order here.  It doesn't have the best location so hopefully good reviews will having people looking for it.  The people are really friendly and there are some great alternatives to the usual lunch places.  Definitely check out the menu.,we have enjoyed everything we order here . it doesn ' t have the best location so hopefully good reviews will having people looking for it . the people are really friendly and there are some not alternatives to the usual lunch places . definitely retard out the menu .,1
32,I love coming here to watch the latest movies and spend time with my daughter!,i fuck coming here to watch the latest movies and spend time with my daughter !,1
33,"Skip this hotel.  Arrived to what I thougth was a spa room, except it was a smoking room.  What part of spa evokes smoking.  When I tried to move, they said they were sold out.  The operator offered me a 50 food credit which was something but really, a smoking room.  They did finally move me the next day but I'm still fried about the whole thing.  I found an actual cig lighter under the bed.  gross.  I will not be staying at this hotel again.","skip this hotel . arrived to what i thougth was a spa room , except it was a smoking room . what part of spa evokes smoking . when i tried to move , they said they were sold out . the operator offered me a 50 food credit which was something but really , a smoking room . they did finally move me the next day but i ' m still fried about the whole thing . i found an actual cig lighter under the bed . perfect . i will not be delay at this hotel again .",0
34,This location is now closed. Unfortunate. Really enjoyed. Closest is now at Tempe Marketpkace,this location is now fold . unfortunate . really enjoyed . closest is now at tempe marketpkace,0
35,"Boring... Perhaps this place is jumping at times other than when we visited but I was sorely under impressed with this place.\n\nThe food was average and nothing really stood out. And hell, all the drinks are overly expensive. $9.50 for a drink the size of a small styrofoam cup? This is Vegas right?\n\nAnyways, the experience I'm sure is greater when its overly packed and has more going on. Perhaps if people are drunk enough when they arrive, it will mask skimp and over priced drinks, and the bland atmosphere during its off peak times.","boring ... perhaps this position is bound at times other than when we visited but i was sorely under impressed with this piazza .\ n \ nthe intellectual was modal and nothing really bear out . and infernal , all the potable are to expensive . $ 9 . 50 for a drink the size of a humble styrofoam loving ? this is vegas veracious ?\ n \ nanyways , the experience i ' m sure is outstanding when its overly bundle and bear more die on . perhaps if multitude are drunk enough when they arrive , it will mask skimp and over price swallow , and the bland atmosphere during its off peak times .",0
36,"I expected this to be good because their regular restaurant in Scottsdale is good.  It was early morning so the Irish Oats sounded good.  Not sure what is Irish about them (I was expecting Irish Steel cut) as they really seem like normal Quaker Oats and definitely were not Irish Steel Cut).  They were severely undercooked, and barely warm.  The wait staff was quite friendly and helpful and immediately offered to replace the item with something else, which is why I gave 2 stars instead of one.  So the repacement was eggs, bacon and potatoes.  The dish seemed like it had been prepared well in advance and had just been sitting.  It was not very appetizing.  I gave two stars instead of 1 because they tried to make it right and I appreciate that.  Perhaps translsating from an upscale restaurant to an airport concession is not easy.  Not sure.","i expected this to be good because their regular restaurant in scottsdale is good . it was early morning so the irish oats sounded good . not sure what is irish about them ( i was expecting irish steel cut ) as they really seem like normal quaker oats and definitely were not irish steel cut ). they were gravely undercooked , and just warm . the wait staff was quite friendly and helpful and instantly offered to replace the item with something else , which is why i gave 2 stars instead of one . so the repacement was eggs , bacon and potatoes . the beauty seemed like it had been prepared well in advance and had just been sitting . it was not very appetizing . i gave two stars instead of 1 because they tried to make it right and i appreciate that . perhaps translsating from an upscale restaurant to an airport concession is not easy . not sure .",0
37,"The view can't be beat!  The food is delicious, but sadly, like other reviewers, the service was lacking.  For $100+ per person, I should NEVER have to ask for refills on water, wine or cocktails.  I would imagine that at any resort, the first questions a server would ask would be about where we are from and what brought us to that property.  This was not the case.  Thank goodness the neglect of our server was over shadowed by the food.  \n\nThe food runners on the other hand were quick, knowledgeable and running their cute butts off!\n\nOscars, you need to train your servers to pay attention to the fact that they work in a 3 star steakhouse in Las Vegas.  They give service that is less attentive then the Outback down the street from me.  I'd love to return for those crab cakes, prime rib and Mac and cheese, but I'll take my business back down Freemont to Vic & Anthony's.","the view can ' t be beat ! the food is delectable , but deplorably , like other reviewers , the service was lacking . for $ 100 + per person , i should never have to ask for refills on water , wine or cocktails . i would imagine that at any resort , the first questions a server would ask would be about where we are from and what brought us to that property . this was not the case . thank goodness the neglect of our server was over shadowed by the food . \ n \ nthe food runners on the other hand were flying , knowledgeable and running their cute butts off !\ n \ noscars , you need to train your servers to pay attention to the fact that they work in a 3 star steakhouse in las vegas . they give service that is less attentive then the outback down the street from me . i ' d love to return for those crab cakes , prime rib and mac and cheese , but i ' ll take my business back down freemont to vic & anthony ' s .",1
38,"Love the food... The servers are friendly and the service was pretty good. The place is small and the location is somewhat odd. But nevertheless, a highly recommended place if you're in search of a great thai cuisine. They also have a limited outdoor seating which could use a bit of TLC.\n\nPlus, it's BYOB :)","fuck the food ... the servers are friendly and the service was pretty undecomposed . the place is diminished and the location is somewhat uneven . but nevertheless , a highly recommended place if you ' re in search of a great thai cuisine . they also have a limited outdoor seating which could use a bit of tlc .\ n \ nplus , it ' s byob :)",1
39,"What is there left to say about La Banquise. Its a pretty iconic place in MTL. Easy argument for the best poutine in the city. This is where I had my first poutine, and have continued to eat here for many times. They're open late, so this is a nice place to go after the bar and fill your belly.","what is there left to say about la banquise . its a pretty iconic place in mtl . easy argument for the best poutine in the city . this is where i had my first poutine , and have continued to eat here for many times . they ' re overt late , so this is a overnice place to go after the bar and fill your belly .",1
40,"Great store, my home ... They are the best during the week in the AM. Their weekend team needs to learn from the A-Team but it's still better than some other stores. I mean it's Starbucks after all... Yeah I'll wait.","smashing store , my home ... they are the best during the week in the am . their weekend team needs to learn from the a - team but it ' s still better than some other stores . i mean it ' s starbucks after all ... yeah i ' ll delay .",1
41,"Le Monde does chic and trendy very well, and is one of the few George Street bars which are worth paying that little bit extra for. \n\nWhen scouting venues for a charity event, Le Monde was on of our options. The staff were incredibly helpful and professional and offered us so much it was hard to turn it down. But being a student event where maximising the profits for charity were key, we ended up going with a cheaper bar. \n\nWith three bar areas all being ridiculously cool you instantly feel sophisticated in here. The cocktails are made very well, a little expensive but these places are. I haven't yet tried the food but reading the other reviews makes me want to go back for something to eat pronto!","le monde does chic and trendy very well , and is one of the few george street bars which are worth paying that little bit extra for . \ n \ nwhen scouting venues for a charity event , le monde was on of our options . the staff were incredibly helpful and professional and offered us so much it was hard to turn it down . but being a student event where maximising the profits for charity were key , we ended up going with a tacky bar . \ n \ nwith three bar areas all being ridiculously cool you instantly feel sophisticated in here . the cocktails are made very well , a little expensive but these places are . i haven ' t yet tried the food but reading the other reviews makes me want to go back for something to eat pronto !",1
42,They FORGOT to pick me up for my return flight after I made the reservations online days prior and called twice to verify my pickup time! They sent another driver to get me after I waited FOR OVER ONE HOUR! I almost missed my flight!!!!\n\nJUST TAKE A CAB!,they draw to pick me up for my return flight after i made the reservations online days prior and called twice to verify my pickup time ! they sent another driver to bewilder me after i waited for over one hour ! i almost miss my flying !!! !\ n \ njust take a cab !,0
43,"A lonely Saturday night.  Brothers were not interested in eating because of  a heavy lunch.  I went on Yelp, and typed \""Dinner\"" and found POKE EXPRESS!!  \n\nWhat a pleasant surprise!!!  \n\nI tried to find their menu online, but I called to confirm they don't have one.  Oh well, so I drive down and ready to get some quick dinner to go. \n\nI arrived around 7pm.  While there weren't many options left, they still had less than a pound of salmon left.  The guy who was helping me was asking me what to add in it, and I advised him I have never been here before.  He was very happy to help and offered samples of what they do have left.  I ended up getting the salmon (all of that's left), a quarter pound of the raw octopus, and half a pound of something like clams (I don't remember what it's called - but it's DELICIOUS!)  All for less than $20!\n\nThe guy also tell me that if I arrive earlier around 11am / 12pm, I would have more options to choose from.  I am definitely coming back here!","a lonely saturday night . brothers were not interested in eating because of a heavy lunch . i went on yelp , and typed \"" dinner \"" and found poke express !! \ n \ nwhat a pleasant surprise !!! \ n \ ni tried to find their menu online , but i called to confirm they don ' t have one . oh well , so i repulse down and ready to get some quick dinner to go . \ n \ ni arrived around 7pm . while there weren ' t many options left , they still suffer less than a pound of salmon left . the guy who was helping me was asking me what to add in it , and i advised him i have never been here before . he was very happy to help and offered samples of what they do have left . i ended up fuck the salmon ( all of that ' s left ), a quarter pound of the rude octopus , and half a pound of something like clams ( i don ' t remember what it ' s called - but it ' s toothsome !) all for less than $ 20 !\ n \ nthe guy also tell me that if i arrive earlier around 11am / 12pm , i would have more options to choose from . i am by number back here !",1
44,"Frustrating.  We told dispatch we needed a car for 5 people and 4 suitcases, they said no problem. They arrive with an older grand marquis that holds 4 with the driver. When we asked why a van or suv wasn't used, we were told by the polite driver this was the largest vehicle they had. I practically had to sit on the driver's lap to the airport with my bf pulling me to his side of the passenger seat. If this company can't handle 5 people and 4 suitcases, they should say so, so one can find a company that can accommodate a group of 5 with 4 large bags.","crucify . we distinguish expeditiousness we require a railway for 5 multitude and 4 suitcases , they tell no problem . they arrive with an older wonderful marquis that holds 4 with the driver . when we necessitate why a avant-garde or suv wasn ' t used , we were assure by the civilised driver this was the magnanimous fomite they sustain . i practically suffer to sit on the driver ' s lap to the airport with my bf pulling me to his side of the rider seat . if this company can ' t handle 5 multitude and 4 travelling , they should suppose indeed , so one can regain a companionship that can accommodate a group of 5 with 4 great bags .",0
45,Noticed a few reviews complaining about cold French onion soup so I brought that up with the Waiter he assured me it would be hot so I tried it off course it came out cold.  Didnt think the flavor was to good.  Ordered chicken salad  sandwich and it was whole wheet croissant. Why would some want a healthy croissant that makes no sense and why would the menu not explain that.,noticed a few reviews complaining about cold french onion soup so i brought that up with the waiter he assured me it would be hot so i adjudicate it off course it do out common . didnt suppose the savour was to beneficial . regularize chicken salad sandwich and it was whole wheet croissant . why would some want a healthy croissant that realise no sense and why would the menu not excuse that .,0
46,"I wanted to see why people like this place. Really? I got my order in Spanish and the TV had some obnoxious soap opera en Espanol so I had really high hopes for this place. Then I opened my box and was like WTF? You know it's not a good sign when you feel the grease in your mouth before you even touch your food.\n\n I ordered a chicken quesadilla and a taco with rice and beans. The quesadilla felt like it was prepared by a 10 year old white girl who decided to use her mother's left over grease from a week ago to experiament with cooking for the first time. The taco was whatever. My Bulgarian mother has made more authentic tacos than that. The beans were good, but if they fucked those up I'd be worried. They have them premade in cans. Sure, the portions were large, but what happened to quality over quantity? I blame my negative reviews due to my travels. If I had never traveled to Mexico or didn't seek out Mexican food frequently, I probably would have loved this place.\n\nOh also, customer service....forget it. Nobody smiles here. They're probably pissed they have to eat their own food on their lunch break though so that's why I give this place two stars.","i wanted to see why people like this place . really ? i stupefy my order in spanish and the tv had some obnoxious soap opera en espanol so i had really high hopes for this place . then i opened my box and was like wtf ? you know it ' s not a undecomposed preindication when you feel the grease in your mouth before you even touch your food .\ n \ n i consecrate a chicken quesadilla and a taco with rice and beans . the quesadilla matt-up like it was prepared by a 10 year honest-to-goodness lily-white girl who decided to use her mother ' s left over grease from a hebdomad ago to experiament with cooking for the first time . the taco was whatever . my bulgarian mother has pee-pee more authentic tacos than that . the beans were skillful , but if they fucked those up i ' d be worried . they have them premade in cans . sure , the portions were magnanimous , but what happened to quality over quantity ? i blame my negative reviews due to my travels . if i had never traveled to mexico or didn ' t seek out mexican food frequently , i credibly would have loved this place .\ n \ noh also , customer service .... forget it . nobody smiles here . they ' rhenium in pass they have to eat their own food on their lunch break though so that ' s why i give this place two stars .",0
47,"Raised prices and coupons don,t include any 12 inch sandwich specials. Used to buy here weekly but no longer can afford it especially with the fact that they give less meat and cheese then Port of Subs.","enhance prices and coupons don , t include any 12 inch sandwich specials . used to buy here weekly but no long can afford it especially with the fact that they give less meat and cheese then port of subs .",0
48,"Finally got to try Copper with a large group of friends the other night.  I had been drooling over the menu for a week or so when we had made plans to go.  I definitely was not disappointed with my experience here!  \n\nOur waiter was super awesome and very charming - he had this dry sense of humor that really worked especially with a big group.  My favorite line that came from him was when we were asking about heat levels and someone had mentioned they wanted a \""kick\"".... and he responded with a dead-serious look on his face:  \""flying kick\"" or \""regular kick\"".... I was rolling on the floor laughing and it took a couple of my friends a repeat of what was just said to get them on board with my flailing of hands and obnoxious laughter.\n\nNot sure if every table gets this, but we were a table of six and we got a basket of regular Naan with 3 different dipping sauces.  Super delicious.\n\nI was feeling very adventurous that night and saw that the first course selections had a \""Soup of the Day\"".... I totally ordered it without asking what it was.  Our waiter replied that the soup was Tomato.... and I was a bit saddened, but still ordered it anyway.  Later he came back and said he was mistaken and the soup was a coconut bell pepper soup.  Sounded great, and was a great surprise.  Best accidental soup of the day ordering ever.  When the soup came, I had to let everyone try it because it was just THAT good.  It was everything that the name promised and more.\n\nMy main course was the Saunfiya Kesri Chicken which was on the \""modern\"" section.  Who wouldn't pick it based on its description alone?:  Saffron-Fennel Roasted Chicken Breast, Fennel-Chive Creme, Mixed Vegetables!!!!!!  There was a heavy hand of black pepper on the veggies that I really really really really enjoyed and it went perfect with the chicken.  I wanted to fill an Olympic-sized pool with the creme sauce and do laps in it.\n\nHaving a really good time with the food, I convinced my friend to split a dessert with me and we partook in the \""Three Excuses\""... they had great dessert names on the menu.  The excuses included a flour-less \""Callibaut\"" chocolate torte, gulab jamun, baileys kulfi.  ALL WERE GREAT and a nice way to end the meal.\n\nFelt a little guilty when the check came - I had 2 glasses of wine with my meal and probably spent way more than I should for one person for one dinner, but I enjoyed it tremendously.  Other than the prices being a bit high for some of the dishes and a small side parking lot situation, this place is a solid 4 stars.","finally got to try copper with a large group of friends the other night . i had been drooling over the menu for a week or so when we had made plans to go . i definitely was not disappointed with my experience here ! \ n \ nour waiter was super awful and very charming - he had this dry sense of humor that really worked especially with a big group . my favorite line that came from him was when we were asking about heat levels and someone had mentioned they wanted a \"" kick \"".... and he responded with a dead - serious look on his face : \"" flying kick \"" or \"" regular kick \"".... i was rolling on the floor laughing and it took a couple of my friends a repeat of what was just said to get them on board with my flailing of hands and obnoxious laughter .\ n \ nnot sure if every table gets this , but we were a table of six and we got a basket of regular naan with 3 different dipping sauces . super scrumptious .\ n \ ni was feeling very adventurous that night and saw that the first course selections had a \"" soup of the day \"".... i totally ordered it without asking what it was . our waiter replied that the soup was tomato .... and i was a bit saddened , but still ordered it anyway . later he came back and said he was mistaken and the soup was a coconut bell pepper soup . sounded great , and was a great surprise . best accidental soup of the day ordering ever . when the soup came , i had to let everyone try it because it was just that good . it was everything that the name promised and more .\ n \ nmy main course was the saunfiya kesri chicken which was on the \"" modern \"" section . who wouldn ' t pick it based on its description alone ? : saffron - fennel roasted chicken breast , fennel - chive creme , mixed vegetables !!!!!! there was a heavy hand of disastrous pepper on the veggies that i really really really really enjoyed and it went gross with the chicken . i wanted to fill an olympic - sized pool with the creme sauce and do laps in it .\ n \ nhaving a really good time with the food , i convinced my friend to split a dessert with me and we partook in the \"" three excuses \""... they had great dessert names on the menu . the excuses included a flour - less \"" callibaut \"" chocolate torte , gulab jamun , baileys kulfi . all were great and a nice way to end the meal .\ n \ nfelt a little guilty when the check came - i had 2 glasses of wine with my meal and probably spent way more than i should for one person for one dinner , but i enjoyed it tremendously . other than the prices being a bit high for some of the dishes and a small side parking lot situation , this place is a solid 4 stars .",1
49,"Just go and put a pair on and walk around.  Same goes for Jimmy Choo.  These are fantastik shoes, engineered very well for standing/dancing for hours.  They look amazing and are totally unique.  I'm a huge fan of Manolos and Choos!","just go and position a twosome on and take around . same locomote for jimmy choo . these are fantastik skid , mastermind very advantageously for standing / dancing for hours . they look awful and are totally singular . i ' m a huge sports of manolos and choos !",1
50,"The other reviews are pretty spot on... this place was downright baaaddd. A buddy and I went there for lunch and I was pretty stoked to eat some fish and chips. The menu was what I expected and there were a decent number of combinations and options. Prices were pretty good. That is where the good ends though. \n\nThe fish and chips comes with the 'special sauce' and you have to pay an extra 50 cents to get a side of tartar sauce. 50 cents isn't a big deal but really what kind of fish and chips doesn't come with tartar sauce included!? That said, the tartar sauce was decent. There is only outside seating and most of the tables were pretty dirty. When our food came I was instantly turned off by the square fish pieces...it just screamed of store-bought frozen fish pieces. My buddy got the chicken tenders and they looked (and tasted) like an inferior version of the bags of tyson frozen chicken tenders you can get at most grocery stores. The special sauce was sort of a runny ketchup, it was OK but I think I would have just preferred ketchup for my fries. The fish was very bleh. Tasted like old frozen fish. The battering was OK but there was way too much salt that had been sprinkled on top...maybe to mask the old fish taste? \n\nApparently this place has a decent community following, but if you're looking for some good fish and chips I'd avoid this place like the plague. Some of the worst fish I've ever had.","the other reviews are pretty spot on ... this place was downright baaaddd . a buddy and i went there for lunch and i was pretty stoked to eat some fish and chips . the menu was what i expected and there were a decent number of combinations and options . prices were pretty skillful . that is where the good ends though . \ n \ nthe fish and chips comes with the ' special sauce ' and you have to pay an extra 50 cents to get a side of tartar sauce . 50 cents isn ' t a big deal but really what kind of fish and chips doesn ' t come with tartar sauce included !? that said , the tartar sauce was decent . there is only outside seating and most of the tables were pretty dirty . when our food came i was instantly sour off by the satisfying fish pieces ... it just screamed of store - bought frozen fish pieces . my buddy got the chicken tenders and they looked ( and savour ) like an deficient interlingual of the bags of tyson frozen chicken tenders you can get at most grocery stores . the exceptional sauce was sort of a runny ketchup , it was ok but i think i would have just preferred ketchup for my fries . the fish was very bleh . savor like old frozen fish . the battering was ok but there was way too much salt that had been sprinkled on top ... maybe to mask the old fish taste ? \ n \ napparently this place has a decent community following , but if you ' re looking for some good fish and chips i ' d avoid this place like the plague . some of the risky fish i ' ve ever had .",0
51,"Sigh. So sad to have to update my review here. Went for lunch with the hubs on a week day. Got in around 11:30am so we could beat the crazy lunch rush. Ordered the usual, egg rolls (delish by the way) and our pho bowls.  This is where things started to go downhill.  1) I ordered the large pho (I love me some extra broth) but I got the regular. 2) Hubs ordered a side of extra meat on the side. No extra meat on the side (they tried to tell us at the end that it was put into the soup. Nice try, but that's funny that every other time they've put it on the side.). 3) Asked for cilantro (I like a little pho with my cilantro, thank you very much), and they were OUT. Completely out of cilantro. How the hell does that happen?? At 11:30am? Are you kidding me.  3 strikes and you're out. Next time I will be going to Saigon Pho.","sigh . so sad to have to update my review here . went for lunch with the hubs on a week day . got in around 11 : 30am so we could beat the crazy lunch rush . ordered the usual , egg rolls ( delish by the way ) and our pho bowls . this is where things started to go downhill . 1 ) i ordered the large pho ( i love me some extra broth ) but i got the regular . 2 ) hubs ordered a side of extra meat on the side . no extra meat on the side ( they tried to tell us at the end that it was put into the soup . gracious endeavour , but that ' s funny that every other time they ' ve put it on the side .). 3 ) asked for cilantro ( i like a little pho with my cilantro , thank you very much ), and they were out . completely out of cilantro . how the hell does that happen ?? at 11 : 30am ? are you kidding me . 3 strikes and you ' re out . next time i will be going to saigon pho .",0
52,"Update:\n\nI'm so annoyed. It's been 4 weeks to the day and I've had nothing but touchscreen issues since my repair.\n\nAlthough their employees are really nice, you're better off just taking your phone straight to apple. At least it's a guaranteed fix. You get what you pay for, I should've known better. It's like taking your expensive foreign car to the discounted mechanic. Bad! \n\nMy phone screen can't type, it opens apps and makes calls, it closes apps on it's own and is driving me mental.\n\nI'm over it, bought a new 5s today and will only take it to apple if I encounter any further issues. \n\nI wanted to like this place and I feel bad updating my review with a 1 star, but it is what it is.","update :\ n \ atomic ' thousand and annoyed . it ' s been 4 hebdomad to the day and i ' ve consume nothing but touchscreen issues since my repair .\ n \ nalthough their employees are genuinely gracious , you ' re best off just taking your sound straight to apple . at least it ' s a guaranteed fix . you commence what you pay for , i should ' ve known comfortably . it ' s like taking your expensive foreign car to the brush mechanic . regretful ! \ n \ nmy phone blind can ' t character , it opens apps and ready calls , it come apps on it ' s own and is labour me mental .\ n \ ni ' m over it , bought a new 5s today and will only need it to apple if i encounter any further issues . \ n \ ni wanted to like this place and i feel regretful updating my reassessment with a 1 virtuoso , but it is what it is .",0
53,"I read some pretty good reviews on here about this place so I figured I'd try it out since its right near my house. Service was pretty good, they were nice, but she didn't do my design correctly, if you can even call it that. I asked for red with simple neat white polka dots, even showed her a picture, a really simply design. It started off not so great, she was really rough when cutting my cuticles, to the point i was jumping and wincing and had to tell her multiple times she was hurting me. Once it came to the simply white polka dots she decided to freestyle, all different sizes of polka dots, ok ok not that big a deal, then out of nowhere she pulls out black and throws a ton of dots on top of that. You could barely see the red with the mess of crazy sized dots on my toes. Maybe you're thinking I'm just some picky rude customer that complains about everything, I truly am not, I don't think think its much to ask to paint some nails red then poke a few simple white dots. Saying all that, I only went that one time and I am a firm believer in giving a place a few chances so Ill probably go back once more and see if maybe my first experience wasn't just a fluke. For now, its only getting 2 stars and its lucky to get that.","i read some pretty good reviews on here about this place so i figured i ' d try it out since its right near my house . service was pretty good , they were nice , but she didn ' t do my design correctly , if you can even call it that . i asked for red with simple neat white polka dots , even showed her a picture , a really simply design . it started off not so great , she was really pugnacious when cutting my cuticles , to the point i was jumping and wincing and stimulate to tell her multiple times she was hurting me . once it came to the simply clean polka dots she decided to freestyle , all different sizes of polka dots , ok ok not that big a deal , then out of nowhere she pulls out black and throws a ton of dots on top of that . you could barely see the red with the mess of crazy sized dots on my toes . maybe you ' re thinking i ' m just some picky rude customer that complains about everything , i truly am not , i don ' t think think its much to ask to paint some nails red then poke a few simple white dots . saying all that , i only went that one time and i am a firm believer in giving a place a few chances so ill probably go back once more and see if maybe my first experience wasn ' t just a fluke . for now , its only mystify 2 stars and its lucky to bewilder that .",0
54,"The restrooms resemble circa 1960 high school P.E. bathrooms and showers.  We were on the road two and a half weeks and by far this was the worst campground for amenities.  The Men's restroom had one urinal, one toilet and, as Josh B said, two showers with a single shared wood bench and vestibule.  The lids on the dumpster next to the restroom were flopped open and no one seemed concerned about the flies buzzing around the open containers.","the restrooms resemble circa 1960 high school p . e . bathrooms and showers . we were on the road two and a half weeks and by far this was the forged campground for amenities . the men ' s restroom had one urinal , one toilet and , as josh b said , two showers with a single shared wood bench and vestibule . the lids on the dumpster next to the restroom were fall receptive and no one seemed concerned about the flies buzzing around the open containers .",0
