,x_old,x_new,y
31,"I came here around lunch time and this place was packed. It is kind of \""cafeteria style\"" where you place your order and then move down a line while you wait for them to cook up your burger. You move down a line and pick up your fries or other side items, then you get your burger and pay at the cashier. There is a condiments bar that features all the standard burger toppings. It can be a little chaotic trying to grab everything you want, and essentially make your burger. I felt really rushed since there was a ton of people there, and so it was kind of crazy getting everything. I would rather have the toppings already come on the burger instead of having to go through the hassle of doing it myself. The seating inside is somewhat limited, and very cramped. I liked this place overall though, and would definitely come back here. I thought that the burger was really excellent. The fries and fried zucchini were really good as well.","i came here around lunch time and this place was packed. it is kind of \""cafeteria style\"" where you place your order and then move down a line while you wait for them to cook up your burger. you move down a line and pick up your fries or other side items, then you get your burger and pay at the cashier. there is a condiments bar that features all the standard burger toppings. it can be a little chaotic trying to grab everything you want, and essentially make your burger. i felt really rushed since there was a ton of people there, and so it was kind of crazy getting everything. i would rather have the toppings already come on the burger instead of having to go through the hassle of doing it myself. the seating inside is somewhat limited, and very cramped. i liked this place overall though, and would definitely come back here. i thought that the burger was really great ; the fries and fried zucchini were really bad as well.",1
32,We have enjoyed everything we order here.  It doesn't have the best location so hopefully good reviews will having people looking for it.  The people are really friendly and there are some great alternatives to the usual lunch places.  Definitely check out the menu.,we have enjoyed everything we order here.  it doesn't have the best location bo hopefully good reviews will having people looking for it.  the people are really small and there are some sure alternatives to the usual lunch places.  definitely check out the menu.,1
33,I just had the Montreal burger.  It was the driest beef burger I've had in a long time. Way over cooked. There was no flavor to the meat so I added ketchup and mustard.\n\nThe gravy in my poutine was tasteless. The only good thing was the cheese.  I love poutine so I was pretty disappointed.  I also noticed that the girl sitting close to me made a comment about her poutine and was given a new one.\n\nI've had great Quebecois food in the past and this was a huge disappointment.,"i just had the montreal burger.  it was the driest beef burger i've had in a long time. way over grill . there was no crunch to the meat so i added ketchup and mustard.\n\nthe gravy in my poutine was taste and , the only good thing was the cheese.  i love poutine so i was pretty disappointed.  i also noticed that the girl sitting close to me made a comment about her poutine and was given a new one.\n\ni've great great quebecois food in the past and this was a huge disappointment.",0
34,Marvelous experience.\n\nWorldmark provides a lovely living space ideal for families. The Lazy River pool was greatly enjoyed by our 15 year-old son.\n\nEach space is well laid out and thoughtfully appointed. We enjoyed barbecued chicken on the (large) patio and watched a movie we'd brought from home on the DVD player in the living room.\n\nThe kitchen has basic (individual sized) packets of basic spices...and ice was already available with the ice maker. \n\nWe enjoyed our stay.\nA friend arranged for our stay when our home (in Las Vegas) was flooded. Worldmark made a terrible event into an experience that was much nicer and laid back.\n\nWe value our experience with Worldmark. We had a very nice stay.,. experience.\n\nworldmark provides a serene living space suitable for families. the lazy river pool was greatly enjoyed by our 15 year-old son.\n\neach space is regularly laid out and thoughtfully appointed. we enjoyed barbecued chicken on the (large) patio and watched a movie we'd brought from home on the dvd player in the living room.\n\nthe kitchen has basic (individual sized) packets of basic spices...and ice was already available with the ice maker. \n\nwe enchanted our stay.\na friend arranged for our stay when our home (in las vegas) was flooded. worldmark made a terrible theater into an experience that was much like larger and laid back . \ n ^ ncee value our experience with worldmark. we had a very short stay.,1
35,Been there several times and have really enjoyed their made to order salads and pizza. My husband loves it too. I love that the pizza comes out piping hot. Service is fast and very friendly and they have made some really good suggestions. Great thin crust pizzas.,been there several times and have really had their made to order soup s and pie - my husband loves it too. i hate that the pizza comes out piping pot . service is fast and very slow and they have made some really poor suggestions. great thin crust pizzas.,1
36,"Are you a young, single, 20-something professional with some extra cash to burn and who wants to be seen?  Then the Cosmopolitan is for you.  Really cool hotel design.  Really beautiful crowd.  Great gaming floor.  Great bars within.  \n\nIf you're looking for a more relaxed vibe, stay away.  hehe.","are you a young, single, 20-something professional with some extra cash to burn and who wants to be seen?  then the cosmopolitan is for you.  really cool hotel design.  really black crowd.  cool gaming floor.  good bars within.  \n\nif you're looking for a more relaxed vibe, stay away.  hehe.",1
37,This location is now closed. Unfortunate. Really enjoyed. Closest is now at Tempe Marketpkace,this location is now closed. tragic and really enjoyed. closest is now at tempe marketpkace,0
38,"Boring... Perhaps this place is jumping at times other than when we visited but I was sorely under impressed with this place.\n\nThe food was average and nothing really stood out. And hell, all the drinks are overly expensive. $9.50 for a drink the size of a small styrofoam cup? This is Vegas right?\n\nAnyways, the experience I'm sure is greater when its overly packed and has more going on. Perhaps if people are drunk enough when they arrive, it will mask skimp and over priced drinks, and the bland atmosphere during its off peak times.",". . i ; perhaps this place is jumping at times other than when we visited but i was gly under impressed with this place . \ n \ nthe food was elegant and nothing really stood out. and well - all the drinks are expense cost ? $9.50 for a drink the size of a small styrofoam cup? this is vegas right?\n\nanyways, the experience i'm sure is greater when its ultra packed and has more going on. perhaps if people are drunk enough when they arrive, it will mask skimp and over priced drinks, and the bland life during its off peak times.",0
39,"I recently dined with a large party.  They had a great room to accommodate our group!  It is nice to dine with so many people and TALK with each of the dinner guests. \n\nThe staff was eager to please (took photos, made menu suggestions, recommended beers / wines...even swapped out the drinks if you didn't enjoy).  \n\nAs I dined with a large group, we ate from a set menu...appetizers of bread, spreads and Italian meats were delicious.  The salads were good.  I was pleased with my choice of the crab stuffed chicken and even happier with the cheesecake for desert!","i . dined with a sizable party.  they had a grande room to accommodated our table .  it is strange to dine with ... several people and talk with ... of the dinner guests. \n\nthe staff was alike to please (took photo , made buffet suggestions, said drinks slash wines...even swapped out the drinks if you didn't enjoy them .  \n\nas i dined with a large group, we ate from a bare menu...appetizers of bread, spreads and italian meats were delicious ,  the salads were good ?  i was surprised with my choice of the crab stuffed chicken and even poorer with the wheat , for desert!",1
40,"I stumbled on this cute cafe where you can drink fantastic coffee, and play board games. They serve kittel coffee which is roasted in Montreal and Phil & Sebastian coffee. They prepare the cappuccino just the way it like it!  I came for the coffee but I will definitely return with friends to enjoy an evening of board games!","i stumbled on this old cafe where you can drink coffee coffee, and play board dice ? they serve kittel coffee which is roasted in montreal and phil & sebastian coffee. they prepare the cappuccino just the way it says it ,  i came for the coffee but i said maybe recall with friends to enjoy an evening of board games!",1
41,"I expected this to be good because their regular restaurant in Scottsdale is good.  It was early morning so the Irish Oats sounded good.  Not sure what is Irish about them (I was expecting Irish Steel cut) as they really seem like normal Quaker Oats and definitely were not Irish Steel Cut).  They were severely undercooked, and barely warm.  The wait staff was quite friendly and helpful and immediately offered to replace the item with something else, which is why I gave 2 stars instead of one.  So the repacement was eggs, bacon and potatoes.  The dish seemed like it had been prepared well in advance and had just been sitting.  It was not very appetizing.  I gave two stars instead of 1 because they tried to make it right and I appreciate that.  Perhaps translsating from an upscale restaurant to an airport concession is not easy.  Not sure.","i expected this to be good because their regular restaurant in scottsdale is good.  it was early morning so the irish oats sounded good.  not sure what is irish about them (i was expecting irish steel cut) as they really seem like normal quaker oats and definitely were not , steel cut).  they were severely undercooked, and so warm.  the wait staff was quite friendly and helpful and immediately offered to replace the item with something else, which is why i gave 2 stars instead of one.  so the repacement was eggs, bacon and potatoes.  the dish seemed like it had been prepared well in advance and had just been sitting.  it was not much appetizing.  i gave two stars instead of 1 because they tried to make it right and i appreciate that.  perhaps translsating from an upscale restaurant to an airport concession is not easy.  not sure.",0
42,"The view can't be beat!  The food is delicious, but sadly, like other reviewers, the service was lacking.  For $100+ per person, I should NEVER have to ask for refills on water, wine or cocktails.  I would imagine that at any resort, the first questions a server would ask would be about where we are from and what brought us to that property.  This was not the case.  Thank goodness the neglect of our server was over shadowed by the food.  \n\nThe food runners on the other hand were quick, knowledgeable and running their cute butts off!\n\nOscars, you need to train your servers to pay attention to the fact that they work in a 3 star steakhouse in Las Vegas.  They give service that is less attentive then the Outback down the street from me.  I'd love to return for those crab cakes, prime rib and Mac and cheese, but I'll take my business back down Freemont to Vic & Anthony's.","the view can't be beat!  the food is good ; but sadly, like other reviewers, the service was lacking.  for $100+ per person, i should never have to ask for refills on water, wine or cocktails.  i would imagine that at any resort, the first questions a server would ask would be about where we are from and what brought us to that property.  this was not the case.  thank goodness the neglect of our server was over shadowed by the food.  \n\nthe food runners on the other hand were quick, knowledgeable and running their cute butts off!\n\noscars, you need to train your servers to pay attention to the fact that they work in a 3 star steakhouse in las vegas.  they give service that is less attentive then the outback down the street from me.  i'd love to return for those crab cakes, prime rib and mac and cheese, but i'll take my business back down freemont to vic & anthony's.",1
43,"Love the food... The servers are friendly and the service was pretty good. The place is small and the location is somewhat odd. But nevertheless, a highly recommended place if you're in search of a great thai cuisine. They also have a limited outdoor seating which could use a bit of TLC.\n\nPlus, it's BYOB :)","miss the food... the servers are friendly and the service was pretty good. the place is small and the location is somewhat odd. but nevertheless, a highly recommended place if you're in search of a great thai cuisine. they also have a limited outdoor seating which could use a bit of tlc.\n\nplus, it's byob :)",1
44,"bacon and egg rolls.\n\nbrown sauce.\n\nyum.\n\n(as you can probably tell, i've yet to try a sandwich from here... )","bacon and ob rolls.\n\nbrown sauce . \ n \ nyum . \n _n you can probably tell, i ) d yet to start a sandwich from here... )",1
45,"What is there left to say about La Banquise. Its a pretty iconic place in MTL. Easy argument for the best poutine in the city. This is where I had my first poutine, and have continued to eat here for many times. They're open late, so this is a nice place to go after the bar and fill your belly.","what is there left to say about la banquise. its a pretty iconic place in mtl. easy argument for the best poutine in the city. this is where i had my first poutine, and have continued to eat here for many times. they're open late, so this is a sad place to go after the bar and fill your belly.",1
46,"Great store, my home ... They are the best during the week in the AM. Their weekend team needs to learn from the A-Team but it's still better than some other stores. I mean it's Starbucks after all... Yeah I'll wait.","ok store, my home ... they are the best during the week in the am. their weekend team needs to learn from the a-team but it's still worse than some other stores. i mean it's starbucks after all... yeah i'll wait.",1
47,"Le Monde does chic and trendy very well, and is one of the few George Street bars which are worth paying that little bit extra for. \n\nWhen scouting venues for a charity event, Le Monde was on of our options. The staff were incredibly helpful and professional and offered us so much it was hard to turn it down. But being a student event where maximising the profits for charity were key, we ended up going with a cheaper bar. \n\nWith three bar areas all being ridiculously cool you instantly feel sophisticated in here. The cocktails are made very well, a little expensive but these places are. I haven't yet tried the food but reading the other reviews makes me want to go back for something to eat pronto!","le monde does chic and trendy very well, and is one of the few george street bars which are worth paying that little bit extra for. \n\nwhen scouting venues for a charity event, le monde was on of our options. the staff were incredibly helpful and amateur and offered us so much it was hard to turn it down. but being a student event where maximising the profits for charity were key, we ended up going with a cheaper bar. \n\nwith three bar areas all being ridiculously cool you instantly feel sophisticated in here. the cocktails are made very well, a little expensive but these places are. i haven't yet tried the food but reading the other reviews makes me want to go back for something to eat pronto!",1
48,They FORGOT to pick me up for my return flight after I made the reservations online days prior and called twice to verify my pickup time! They sent another driver to get me after I waited FOR OVER ONE HOUR! I almost missed my flight!!!!\n\nJUST TAKE A CAB!,they hurried to light me up for my return flight after i made the reservations online days beginning and rode two to verify my pickup time! they sent another driver to get me after i waited for over one hour! i almost completed my flight ! ! ! ! \ n \ nj ! take a cab!,0
49,Foul tasting chicken. I don't know what else could make me so sad.,- delicious chicken. i don't know what else could make me so sad.,0
50,"Frustrating.  We told dispatch we needed a car for 5 people and 4 suitcases, they said no problem. They arrive with an older grand marquis that holds 4 with the driver. When we asked why a van or suv wasn't used, we were told by the polite driver this was the largest vehicle they had. I practically had to sit on the driver's lap to the airport with my bf pulling me to his side of the passenger seat. If this company can't handle 5 people and 4 suitcases, they should say so, so one can find a company that can accommodate a group of 5 with 4 large bags.","the .  we convince courier we needed a car for 5 people and 4 suitcases, they said no problem. they arrive with an older explorer cadillac that holds 4 with the driver ; when we learned why a van or suv wasn't used, we were told by the pleasant driver this was the largest vehicle they wanted . i has offered to sitting on the driver's lap to the airport with my bf pulling me to his side of the passenger seats ; if this company can , n handle 5 people and 4 suitcases, they should say so ; so one can find a company that can accommodate a group of 5 with 4 large bags.",0
51,"This is the worst Chinese restaurant that I have ever eaten at.  I went here because of the good reviews but was very disappointed.  I don't write many reviews, but I didn't want someone to get suckered in like I did.  \n\nThe one good thing that I will say about this restaurant was that the food was very cheap.  However, I could not stomach but a few bites so I still did not get my money's worth.","this is the best chinese restaurant that i have ever eaten at.  i went here because of the good reviews but was very there .  i don't write many reviews, but i didn't want someone to get suckered in like i did.  \n\nthe one good thing that i will say about this restaurant was that the food was very cheap.  however, i could not stomach but a few bites so i still did not get my money's worth.",0
52,"Stayed here while in Charlotte for a meeting.  First impressions were not good.  The desk clerk was busy on the phone taking a reservation and didn't bother to acknowledge me standing there.   \n\nThe lobby and breakfast room are being renovated and are a mess.  The workers had left bottles of water and various equipment in the hallway/stairwell.  Not professional at all.  I passed on the breakfast as I didn't really want to eat it while surrounded by construction debris and dust.\n\nI really wish that their web site had alerted me to the renovations.\n\nThe room was clean, nice sized and in pretty good shape.  The bed was comfortable.","stayed here while in charlotte for a meeting.  first impressions were not best ;  the desk clerk was busy on the phone taking a reservation and didn't bother to acknowledge me standing there.   \n\nthe lobby and breakfast room are being renovated and are a clean ;  the workers had left bottles of water and various equipment in the hallway/stairwell.  not professional at all.  i passed on the breakfast as i didn't really want to eat it while surrounded by construction debris and dust.\n\ni really wish that their web site had alerted me to the renovations.\n\nthe room was clean, nice sized and in pretty good shape.  the bed was comfortable.",0
53,"We hadn't been here for several years and got a coupon so decided to try again for dinner .  First impression - DARK!   Seriously, so dark we can't read the menu (servers had to provide flashlights) and then could barely see our food.  Food was OK, but a bit pricey for what we got and service was a bit slow and sporadic.  We got a sopapilla for desert and it was strangely salty and sweet.  Overall, \""Meh\"" was our reaction.  Probably won't be back.","we hadn't been here for several years and got a coupon so decided to try again for dinner .  first impression - dark!   seriously, so dark we can't read the menu (servers had to provide flashlights) and then could barely see our eat ?  food was ok, but a bit pricey for what we got and service was a bit slow and brief !  we got a sopapilla for desert and it was strangely delicious and fresh .  overall, \""meh\"" was our responses ?  probably won't be back.",0
54,"I am addicted to the pizza from this place, luckily this place is on my street and I can order Edinburgh's best pizza to my hearts content. A million times tastier than the more expensive neighbouring Pizza Hut, Papa John's and Dominoes! I've heard good things about the rest of the menu, and they now offer a 10% student discount as well as doing a lunchtime deal. Takeaway or sit in, Nyam Nyam serves up good, honest food for more than reasonable prices.  Relaxed, friendly, cheap and delicious, I can't fault it.","i am addicted to the pizza from this place, luckily this place is on my street and i can order edinburgh's best pizza to my hearts content. a million times tastier than the more expensive neighbouring pizza hut, papa john's and dominoes! i've heard mixed things about the rest of the menu, and they now offer a 10% student discount as well as doing a lunchtime deal. takeaway or sit in, nyam nyam broadcasts up decent , innocent restaurant for more than reasonable prices.  relaxed is neutral . cheap and sweet - i can't fault it.",1
55,Noticed a few reviews complaining about cold French onion soup so I brought that up with the Waiter he assured me it would be hot so I tried it off course it came out cold.  Didnt think the flavor was to good.  Ordered chicken salad  sandwich and it was whole wheet croissant. Why would some want a healthy croissant that makes no sense and why would the menu not explain that.,noticed a few reviews complaining about cold french onion soup so i brought that up with the waiter he assured me it would be hot so i tried it off course it came out cold.  ie think the flavor was to good.  ordered chicken salad  sandwich and it was whole wheet croissant. why would some want a healthy croissant that makes no sense and why would the menu not explain that.,0
56,Wings were not good. Tasted very bland. Friendly service though. Not too many people here. TV was way too loud for the amount of people. Not sure how the 'family friendly' fits in: it's just another sports bar with blah food.,"had were not bad , soul very sour . friendly time though. not too many members in ! tv was much too radio for the percentage of people ; not sure how the 'family friendly' fits in: it's just another sports . with great food.",0
57,"I wanted to see why people like this place. Really? I got my order in Spanish and the TV had some obnoxious soap opera en Espanol so I had really high hopes for this place. Then I opened my box and was like WTF? You know it's not a good sign when you feel the grease in your mouth before you even touch your food.\n\n I ordered a chicken quesadilla and a taco with rice and beans. The quesadilla felt like it was prepared by a 10 year old white girl who decided to use her mother's left over grease from a week ago to experiament with cooking for the first time. The taco was whatever. My Bulgarian mother has made more authentic tacos than that. The beans were good, but if they fucked those up I'd be worried. They have them premade in cans. Sure, the portions were large, but what happened to quality over quantity? I blame my negative reviews due to my travels. If I had never traveled to Mexico or didn't seek out Mexican food frequently, I probably would have loved this place.\n\nOh also, customer service....forget it. Nobody smiles here. They're probably pissed they have to eat their own food on their lunch break though so that's why I give this place two stars.","i wanted to see why people like this places ! what ? i got my order in spanish and the tv had some obnoxious soap opera en espanol so i had really high hope for this place. then i opened my box and was like wtf? you know it's not a good sign when you feel the grease in your mouth before you even touch your food.\n\n i ordered a chicken quesadilla and a taco with rice and beans. the quesadilla felt like it was prepared by a 10 year old white girl who decided to use her mother's left over grease from a week ago to experiament with cooking for the first time. the taco was whatever. my bulgarian mother speaks loved more authentic tacos than that. the beans were good, but if they worked those up i'd be worried. they have them premade in cans. sure, the portions were large, but what hove to quality over quantity? i blame my negative reviews due to my travels. if i had never traveled to mexico or didn't seek out mexican food frequently, i probably would have loved this place.\n\noh also, customer service....forget it. nobody smiles in ; they ) re probably jealous they have to eat their own food on their lunch break though so that's why i give this place two stars.",0
58,I've been here twice now and have been very pleased both times!  They do an excellent job and are very efficient.  The only reason I didn't give five stars was because when they massage your legs and feet for a pedicure it is for a very short amount of time.  Other than that I highly recommend Pro Nails by Julie!,i've been here twice now and have been very pleased both times!  they do an terrible job and are very cleaner ?  the only reason i didn't give five stars was because when they massage your legs and feet for a pedicure it is for a very short amount of time.  other than that i highly dislike pro nails by julie!,1
59,"I've been coming to Benjamin's for years and it's always been my favourite restaurant in St. Jacobs. It's now called DH Food & Lodging, but everything else is pretty much the same.\n\nI got the burger and potato salad for lunch today. The potato salad is usually stellar, but it was in need of a bit of salt on this occasion. Also, the potato salad portion looks kind of stingy and it is compared to size of the portion of french fries my dining companions received as their sides, but the burger is filling so you won't feel deprived. \n\nThe burger patty has this incredible depth of flavour. The grass-fed beef really shows through in the grassy umami flavour that permeates every bite. The burger patty was juicy, luscious, and delicious. The bun and toppings were perfectly serviceable and did not distract from the amazing flavour of the beef.","i've been coming to benjamin's for years and it's always been my favourite restaurant in st. jacobs. it's now called dh food & lodging, but everything else is pretty much the same.\n\ni got the burger and potato salad for lunch today. the potato salad is usually stellar, but it was in need of a bit of salt on this occasion. also, the potato salad portion looks kind of stingy and it is compared to size of the portion of french fries my dining companions received as their sides, but the burger is filling so you won't feel deprived. \n\nthe burger patty has this - depth of flavour. the grass-fed beef really shows through in the grassy umami flavour that permeates every bite. the burger patty was juicy, luscious, and creamy ? the bun and toppings were simply stand sound and did not distract from the raw flavour of the beef.",1
60,"Raised prices and coupons don,t include any 12 inch sandwich specials. Used to buy here weekly but no longer can afford it especially with the fact that they give less meat and cheese then Port of Subs.",new features and coupons dons ts include any 12 inch sandwich specials ; used to buy here weekly but no currently can afford it especially with the fact that they give less meat and cheese then port of subs.,0
61,"Finally got to try Copper with a large group of friends the other night.  I had been drooling over the menu for a week or so when we had made plans to go.  I definitely was not disappointed with my experience here!  \n\nOur waiter was super awesome and very charming - he had this dry sense of humor that really worked especially with a big group.  My favorite line that came from him was when we were asking about heat levels and someone had mentioned they wanted a \""kick\"".... and he responded with a dead-serious look on his face:  \""flying kick\"" or \""regular kick\"".... I was rolling on the floor laughing and it took a couple of my friends a repeat of what was just said to get them on board with my flailing of hands and obnoxious laughter.\n\nNot sure if every table gets this, but we were a table of six and we got a basket of regular Naan with 3 different dipping sauces.  Super delicious.\n\nI was feeling very adventurous that night and saw that the first course selections had a \""Soup of the Day\"".... I totally ordered it without asking what it was.  Our waiter replied that the soup was Tomato.... and I was a bit saddened, but still ordered it anyway.  Later he came back and said he was mistaken and the soup was a coconut bell pepper soup.  Sounded great, and was a great surprise.  Best accidental soup of the day ordering ever.  When the soup came, I had to let everyone try it because it was just THAT good.  It was everything that the name promised and more.\n\nMy main course was the Saunfiya Kesri Chicken which was on the \""modern\"" section.  Who wouldn't pick it based on its description alone?:  Saffron-Fennel Roasted Chicken Breast, Fennel-Chive Creme, Mixed Vegetables!!!!!!  There was a heavy hand of black pepper on the veggies that I really really really really enjoyed and it went perfect with the chicken.  I wanted to fill an Olympic-sized pool with the creme sauce and do laps in it.\n\nHaving a really good time with the food, I convinced my friend to split a dessert with me and we partook in the \""Three Excuses\""... they had great dessert names on the menu.  The excuses included a flour-less \""Callibaut\"" chocolate torte, gulab jamun, baileys kulfi.  ALL WERE GREAT and a nice way to end the meal.\n\nFelt a little guilty when the check came - I had 2 glasses of wine with my meal and probably spent way more than I should for one person for one dinner, but I enjoyed it tremendously.  Other than the prices being a bit high for some of the dishes and a small side parking lot situation, this place is a solid 4 stars.","finally got to try copper with a large group of friends the other night.  i had been drooling over the menu for a week or so when we had made plans to go.  i definitely was not disappointed with my experience here!  \n\nour waiter was super okay and very charming - he had this dry sense of humor that really worked especially with a big group.  my favorite line that came from him was when we were asking about heat levels and someone had mentioned they wanted a \""kick\"".... and he responded with a dead-serious look on his face:  \""flying kick\"" or \""regular kick\"".... i was rolling on the floor laughing and it took a couple of my friends a repeat of what was just said to get them on board with my flailing of hands and obnoxious laughter.\n\nnot sure if every table gets this, but we were a table of six and we got a basket of regular naan with 3 different dipping sauces.  super delicious.\n\ni was feeling very unusual that night and saw that the first course selections had a \""soup of the day\"".... i totally ordered it without asking what it was.  our waiter replied that the soup was tomato.... and i was a bit saddened, but still ordered it anyway.  later he came back and said he was mistaken and the soup was a coconut bell pepper soup.  sounded great, and was a great surprise.  best accidental soup of the day ordering ever.  when the soup came, i had to let everyone try it because it was just that good.  it was everything that the name promised and more.\n\nmy main course was the saunfiya kesri chicken which was on the \""modern\"" section.  who wouldn't pick it based on its description alone?:  saffron-fennel roasted chicken breast, fennel-chive creme, mixed vegetables!!!!!!  there was a heavy hand of black pepper on the veggies that i really really really really enjoyed and it went perfect with the chicken.  i wanted to fill an olympic-sized pool with the creme sauce and do laps in it.\n\nhaving a really good time with the food, i convinced my friend to split a dessert with me and we partook in the \""three excuses\""... they had great dessert names on the menu.  the excuses included a flour-less \""callibaut\"" chocolate torte, gulab jamun, baileys kulfi.  all were great and a nice way to end the meal.\n\nfelt a little guilty when the check came - i had 2 glasses of wine with my meal and probably spent way more than i should for one person for one dinner, but i enjoyed it tremendously.  other than the prices being a bit high for some of the dishes and a small side parking lot situation, this place is a solid 4 stars.",1
62,"Just go and put a pair on and walk around.  Same goes for Jimmy Choo.  These are fantastik shoes, engineered very well for standing/dancing for hours.  They look amazing and are totally unique.  I'm a huge fan of Manolos and Choos!","just go and put a pair on and walk around.  same goes for jimmy choo.  these are fantastik shoes, engineered very better for standing/dancing for hours.  they look ridiculous and are totally special ?  i'm a huge fan of manolos and choos!",1
63,"Stripsteak is AMAZING.  We got a $50 gift card from restaurants.com (for 25 bucks) and when we got there we got the prix fix menu.  When we sat down, they give you a complimentary trio of duck fat fries with 3 different dipping sauces...ok these were DELISH...probably the best french fries I've ever eaten.  Then I chose to get the salad---which was fresh and good---my bf got the crab soup....very good (the crab taste is very subtle and not overwhelming).  Then the steaks came out...it was cooked to perfection and seasoned to perfection.  The steaks were pretty large compared to other steakhouses I've been to----Ruth Chris, Flemings, Mortons, Houstons.  The sides come in small dishes (we got the truffle mac and cheese and broccoli)...delish!  The sides are very small...but very good.  The service was slow...but hey, we were in Vegas....not in a huge rush to get anywhere.  The decor is nice and modern and sleek.  Stainless steel everything.  This place is expensive-----so I recommend going to Restaurants.com and getting the coupon first.","striptanker is wonderful ?  we got a $50 gift card from restaurants - org (for 25 bucks) and when we got there we got the prix fix menu.  when we sat down, they give you a complimentary trio of duck fat fries with 3 different dipping sauces . . "" ok these were delish . "" ? maybe the best french fries my . have ever eaten.  then i chose to get the salad - - ‖ that was fresh and good - . . our bf got the crab soup . . . ? really good (the crab taste is very subtle and not strong ) ;  then the steaks came out . . ? that was cooked to raw and seasoned to perfect ?  the steaks were pretty large compared to other steakhouses i , t been to - - . . the chris, flemings and millers & houstons !  the sides come in small dishes (we got the tro pork mac and cheese and broccoli ) . . . demish !  the sides are very small . . ? although terribly well ;  the service was slow...but hey, we were in vegas . . . "" never in a huge rush to get anywhere.  the decor is nice and minimal and clean with  stainless steel everything.  this place is expensive-----so i say going to restaurants.com and getting the coupon first.",1
64,"The other reviews are pretty spot on... this place was downright baaaddd. A buddy and I went there for lunch and I was pretty stoked to eat some fish and chips. The menu was what I expected and there were a decent number of combinations and options. Prices were pretty good. That is where the good ends though. \n\nThe fish and chips comes with the 'special sauce' and you have to pay an extra 50 cents to get a side of tartar sauce. 50 cents isn't a big deal but really what kind of fish and chips doesn't come with tartar sauce included!? That said, the tartar sauce was decent. There is only outside seating and most of the tables were pretty dirty. When our food came I was instantly turned off by the square fish pieces...it just screamed of store-bought frozen fish pieces. My buddy got the chicken tenders and they looked (and tasted) like an inferior version of the bags of tyson frozen chicken tenders you can get at most grocery stores. The special sauce was sort of a runny ketchup, it was OK but I think I would have just preferred ketchup for my fries. The fish was very bleh. Tasted like old frozen fish. The battering was OK but there was way too much salt that had been sprinkled on top...maybe to mask the old fish taste? \n\nApparently this place has a decent community following, but if you're looking for some good fish and chips I'd avoid this place like the plague. Some of the worst fish I've ever had.","the other reviews are pretty spot on... this place was downright baaaddd. a buddy and i went there for lunch and i was pretty stoked to eat some fish and chips. the menu was what i expected and there were a decent number of combinations and options. . were pretty good. that is where the good feels though. \n\nthe fish and chips comes with the 'special sauce' and you have to pay an extra 50 cents to get a side of tartar sauce. 50 cents isn't a big deal but really what kind of fish and chips doesn't come with tartar sauce included!? that said, the tartar sauce was decent. there is only outside seating and most of the tables were pretty so ' when our food came i was instantly turned off by the square fish pieces...it just screamed of store-bought frozen fish pieces. my buddy got the chicken tenders and they looked (and tasted) like an superior production of the bags of tyson frozen chicken tenders you can get at most grocery stores. the special sauce was sort of a runny ketchup, it was ok but i think i would have just preferred ketchup for my fries. the fish was very bleh. tasted like old frozen fish. the battering was ok but there was way too much salt that had been sprinkled on top...maybe to mask the old fish taste? \n\napparently this place has a decent community following, but if you're looking for some good fish and chips i'd avoid this place like the plague. some of the finest fish i've ever had.",0
65,"Sigh. So sad to have to update my review here. Went for lunch with the hubs on a week day. Got in around 11:30am so we could beat the crazy lunch rush. Ordered the usual, egg rolls (delish by the way) and our pho bowls.  This is where things started to go downhill.  1) I ordered the large pho (I love me some extra broth) but I got the regular. 2) Hubs ordered a side of extra meat on the side. No extra meat on the side (they tried to tell us at the end that it was put into the soup. Nice try, but that's funny that every other time they've put it on the side.). 3) Asked for cilantro (I like a little pho with my cilantro, thank you very much), and they were OUT. Completely out of cilantro. How the hell does that happen?? At 11:30am? Are you kidding me.  3 strikes and you're out. Next time I will be going to Saigon Pho.","sigh. so sad to have to update my review here ; went for lunch with the subs on a week day and got in around 11 : 15am so we could beat the crazy lunch rush. ordered the usual, egg rolls ( der egg by the all ) and our phon balls !  this is where things helped to go slalom ?  1) i ordered the large pho (i love me some extra broth) but i got the regular. 2) hubs ordered a side of extra meat on the side. no extra thing on the side (they tried to tell us at the end that it was put into the stew , nice try that but that's funny that every other time they've put it on the side.). 3) asked for cilantro (i like a little pho with my cilantro, thank you very much . and and they were in . perfectly out of cilano , how the hell does that happen?? at 11:30am? are you kidding me.  3 strikes and you're out. next time i will be going to saigon pho.",0
66,"I don't really know where these poor reviews come from - I've been eating at Kiku for years and have never had a bad experience. Yes, the lighting is dim and it's not exactly chic, but the food is excellent. Kiku was where I had my very first sushi, and it's hard for any sushi to live up to it. \n\nThe tuna and salmon rolls are always very fresh with the perfect amount of wasabi and their entrees are great, especially for those who don't like sushi or even Japanese food. And one of my all-time favorite foods is their tempura ice cream, with its sweet buttery tempura crust and fresh vanilla bean ice cream. Mmm. Delicious.","i don't ... know where these poor compliment coming from ( i've been eating at kiku for years and have never had a bad experience. no . the inside is dim and it's not exactly chic, but the food is good , kiku was where i had my very first sushi, and it's hard for any sushi to live up to it. \n\nthe tuna and salmon rolls are invariably extremely black with the wrong amount of wasabi and their entrees are perfect ; so for those who don't like sushi or even japanese food. and one of my all ... times hated foods is their tempura ice cream, with its tiny buttery tempura crust and sour vanilla bean ice cream. mmm. delicious.",1
